"blueprint","item_name","item_key","category","process","tier","craftTimeSec","slot","resource","scu","minQuality","quantityMultiplier","modifierCount","optional"
"BP_CRAFT_qrt_specialist_medium_core_01_01_01","Artimex Core","qrt_specialist_medium_core_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_01","Artimex Core","qrt_specialist_medium_core_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_01","Artimex Core","qrt_specialist_medium_core_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_10","Artimex Core Canuto","qrt_specialist_medium_core_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_10","Artimex Core Canuto","qrt_specialist_medium_core_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_10","Artimex Core Canuto","qrt_specialist_medium_core_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_15","Artimex Core Lodestone","qrt_specialist_medium_core_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_15","Artimex Core Lodestone","qrt_specialist_medium_core_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_15","Artimex Core Lodestone","qrt_specialist_medium_core_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_16","Artimex Core Wildwood","qrt_specialist_medium_core_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_16","Artimex Core Wildwood","qrt_specialist_medium_core_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_16","Artimex Core Wildwood","qrt_specialist_medium_core_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_iae2022","Artimex Core Red Alert","qrt_specialist_medium_core_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_iae2022","Artimex Core Red Alert","qrt_specialist_medium_core_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_iae2022","Artimex Core Red Alert","qrt_specialist_medium_core_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_iae2024","Artimex Core Starchaser","qrt_specialist_medium_core_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_iae2024","Artimex Core Starchaser","qrt_specialist_medium_core_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_01_iae2024","Artimex Core Starchaser","qrt_specialist_medium_core_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_03_01","Artimex Core Elysium","qrt_specialist_medium_core_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_03_01","Artimex Core Elysium","qrt_specialist_medium_core_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_03_01","Artimex Core Elysium","qrt_specialist_medium_core_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_9tails_01","Artimex Core (Modified)","qrt_specialist_medium_core_01_9tails_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_01_9tails_01","Artimex Core (Modified)","qrt_specialist_medium_core_01_9tails_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_01_9tails_01","Artimex Core (Modified)","qrt_specialist_medium_core_01_9tails_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_02_01_01","Artimex Core Hurston Dynamics Executive Security","qrt_specialist_medium_core_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_core_02_01_01","Artimex Core Hurston Dynamics Executive Security","qrt_specialist_medium_core_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_core_02_01_01","Artimex Core Hurston Dynamics Executive Security","qrt_specialist_medium_core_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_01","Artimex Helmet","qrt_specialist_medium_helmet_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_01","Artimex Helmet","qrt_specialist_medium_helmet_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_01","Artimex Helmet","qrt_specialist_medium_helmet_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_10","Artimex Helmet Canuto","qrt_specialist_medium_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_10","Artimex Helmet Canuto","qrt_specialist_medium_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_10","Artimex Helmet Canuto","qrt_specialist_medium_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_15","Artimex Helmet Lodestone","qrt_specialist_medium_helmet_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_15","Artimex Helmet Lodestone","qrt_specialist_medium_helmet_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_15","Artimex Helmet Lodestone","qrt_specialist_medium_helmet_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_16","Artimex Helmet Wildwood","qrt_specialist_medium_helmet_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_16","Artimex Helmet Wildwood","qrt_specialist_medium_helmet_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_16","Artimex Helmet Wildwood","qrt_specialist_medium_helmet_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_iae2022","Artimex Helmet Red Alert","qrt_specialist_medium_helmet_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_iae2022","Artimex Helmet Red Alert","qrt_specialist_medium_helmet_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_iae2022","Artimex Helmet Red Alert","qrt_specialist_medium_helmet_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_iae2024","Artimex Helmet Starchaser","qrt_specialist_medium_helmet_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_iae2024","Artimex Helmet Starchaser","qrt_specialist_medium_helmet_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_01_iae2024","Artimex Helmet Starchaser","qrt_specialist_medium_helmet_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_03_01","Artimex Helmet Elysium","qrt_specialist_medium_helmet_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_03_01","Artimex Helmet Elysium","qrt_specialist_medium_helmet_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_01_03_01","Artimex Helmet Elysium","qrt_specialist_medium_helmet_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_02_01_01","Artimex Helmet Hurston Dynamics Executive Security","qrt_specialist_medium_helmet_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_helmet_02_01_01","Artimex Helmet Hurston Dynamics Executive Security","qrt_specialist_medium_helmet_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_helmet_02_01_01","Artimex Helmet Hurston Dynamics Executive Security","qrt_specialist_medium_helmet_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.03","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_01","Artimex Legs","qrt_specialist_medium_legs_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_01","Artimex Legs","qrt_specialist_medium_legs_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_01","Artimex Legs","qrt_specialist_medium_legs_01_01_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_10","Artimex Legs Canuto","qrt_specialist_medium_legs_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_10","Artimex Legs Canuto","qrt_specialist_medium_legs_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_10","Artimex Legs Canuto","qrt_specialist_medium_legs_01_01_10","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_15","Artimex Legs Lodestone","qrt_specialist_medium_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_15","Artimex Legs Lodestone","qrt_specialist_medium_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_15","Artimex Legs Lodestone","qrt_specialist_medium_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_16","Artimex Legs Wildwood","qrt_specialist_medium_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_16","Artimex Legs Wildwood","qrt_specialist_medium_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_16","Artimex Legs Wildwood","qrt_specialist_medium_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_iae2022","Artimex Legs Red Alert","qrt_specialist_medium_legs_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_iae2022","Artimex Legs Red Alert","qrt_specialist_medium_legs_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_iae2022","Artimex Legs Red Alert","qrt_specialist_medium_legs_01_01_iae2022","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_iae2024","Artimex Legs Starchaser","qrt_specialist_medium_legs_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_iae2024","Artimex Legs Starchaser","qrt_specialist_medium_legs_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_01_iae2024","Artimex Legs Starchaser","qrt_specialist_medium_legs_01_01_iae2024","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_03_01","Artimex Legs Elysium","qrt_specialist_medium_legs_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_03_01","Artimex Legs Elysium","qrt_specialist_medium_legs_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_01_03_01","Artimex Legs Elysium","qrt_specialist_medium_legs_01_03_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_02_01_01","Artimex Legs Hurston Dynamics Executive Security","qrt_specialist_medium_legs_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_specialist_medium_legs_02_01_01","Artimex Legs Hurston Dynamics Executive Security","qrt_specialist_medium_legs_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Panel Covering","Lindinium","0.04","0",,"1","False"
"BP_CRAFT_qrt_specialist_medium_legs_02_01_01","Artimex Legs Hurston Dynamics Executive Security","qrt_specialist_medium_legs_02_01_01","FPSArmours","CraftingProcess_Creation","0","200","Segment Paneling","Taranite","0.04","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_01","Palatino Arms","qrt_utility_heavy_arms_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_01","Palatino Arms","qrt_utility_heavy_arms_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_01","Palatino Arms","qrt_utility_heavy_arms_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_03","Palatino Arms Sunstone","qrt_utility_heavy_arms_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_03","Palatino Arms Sunstone","qrt_utility_heavy_arms_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_03","Palatino Arms Sunstone","qrt_utility_heavy_arms_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_04","Palatino Arms Daystar","qrt_utility_heavy_arms_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_04","Palatino Arms Daystar","qrt_utility_heavy_arms_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_04","Palatino Arms Daystar","qrt_utility_heavy_arms_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_10","Palatino Arms Moonfall","qrt_utility_heavy_arms_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_10","Palatino Arms Moonfall","qrt_utility_heavy_arms_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_10","Palatino Arms Moonfall","qrt_utility_heavy_arms_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_12","Palatino Arms Necropolis","qrt_utility_heavy_arms_01_01_12","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_12","Palatino Arms Necropolis","qrt_utility_heavy_arms_01_01_12","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_12","Palatino Arms Necropolis","qrt_utility_heavy_arms_01_01_12","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_17","Palatino Arms Metropolis","qrt_utility_heavy_arms_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_17","Palatino Arms Metropolis","qrt_utility_heavy_arms_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.06","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_arms_01_01_17","Palatino Arms Metropolis","qrt_utility_heavy_arms_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_01","Palatino Core","qrt_utility_heavy_core_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_01","Palatino Core","qrt_utility_heavy_core_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_01","Palatino Core","qrt_utility_heavy_core_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_03","Palatino Core Sunstone","qrt_utility_heavy_core_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_03","Palatino Core Sunstone","qrt_utility_heavy_core_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_03","Palatino Core Sunstone","qrt_utility_heavy_core_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_04","Palatino Core Daystar","qrt_utility_heavy_core_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_04","Palatino Core Daystar","qrt_utility_heavy_core_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_04","Palatino Core Daystar","qrt_utility_heavy_core_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_10","Palatino Core Moonfall","qrt_utility_heavy_core_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_10","Palatino Core Moonfall","qrt_utility_heavy_core_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_10","Palatino Core Moonfall","qrt_utility_heavy_core_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_12","Palatino Core Necropolis","qrt_utility_heavy_core_01_01_12","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_12","Palatino Core Necropolis","qrt_utility_heavy_core_01_01_12","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_12","Palatino Core Necropolis","qrt_utility_heavy_core_01_01_12","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_17","Palatino Core Metropolis","qrt_utility_heavy_core_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_17","Palatino Core Metropolis","qrt_utility_heavy_core_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.07","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_core_01_01_17","Palatino Core Metropolis","qrt_utility_heavy_core_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_01","Palatino Helmet","qrt_utility_heavy_helmet_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_01","Palatino Helmet","qrt_utility_heavy_helmet_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_01","Palatino Helmet","qrt_utility_heavy_helmet_01_01_01","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_03","Palatino Helmet Sunstone","qrt_utility_heavy_helmet_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_03","Palatino Helmet Sunstone","qrt_utility_heavy_helmet_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_03","Palatino Helmet Sunstone","qrt_utility_heavy_helmet_01_01_03","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_04","Palatino Helmet Daystar","qrt_utility_heavy_helmet_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_04","Palatino Helmet Daystar","qrt_utility_heavy_helmet_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_04","Palatino Helmet Daystar","qrt_utility_heavy_helmet_01_01_04","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_10","Palatino Helmet Moonfall","qrt_utility_heavy_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_10","Palatino Helmet Moonfall","qrt_utility_heavy_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Casing Weave","Savrilium","0.05","0",,"1","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_10","Palatino Helmet Moonfall","qrt_utility_heavy_helmet_01_01_10","FPSArmours","CraftingProcess_Creation","0","270","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_qrt_utility_heavy_helmet_01_01_17","Palatino Helmet Metropolis","qrt_utility_heavy_helmet_01_01_17","FPSArmours","CraftingProcess_Creation","0","270","Casing","Laranite","0.05","0",,"1","False"
